,Unnamed: 0,Full State,short_fips,State_Abbr, County Name,Non-white Residents,Senior Residents,Senior Poll Workers,Reported Difficulty ,In-Person Voters,Inactive Voters,Voters Per Location,Voters Per Machine,Voters Per Pollworker,Wait Times,Wait Count,# of Same Day Locations,# of Machines,# of Poll Workers,# of Senior Poll Workers,# of Voters Removed,# of Precincts,#  Mail In Ballots,% Early Vote,%  Rejected Ballots,Median Age,Median Household Income,Total Population,Total Eligible Voters,% Senior Poll Worker,% Votes in Person,% Inactive Voters,%Nonwhite,% Residents Over 60,(PRI) Non-white Residents,(PRI) Senior Residents,(REC) Senior Poll Workers,(REC) Reported Difficulty ,(D) In-Person Voters,(D) Inactive Voters,(S) Voters Per Location,(S) Voters Per Machine,(S) Voters Per Pollworker,(S) Wait Times,(O) Wait Count,(O) # Of Same Day Locations,(O) # Of Machines,(O) # Of Poll Workers,(O) # Of Senior Poll Workers,(O) # Of Voters Removed,(O) # Of Precincts,(O) #  Mail In Ballots,(O) % Early Vote,(O) %  Rejected Ballots,(O) Median Age,(O) Median Household Income,(O) Total Population,(O) Total Eligible Voters,(O) % Senior Poll Worker,(O) % Votes In Person,(O) % Inactive Voters,(O) %Nonwhite,(O) % Residents Over 60,Priority (Median),Recruiting Risk (Median),Demand Risk (Median),Resource Supply (Median),Priority (Final),Priority (LMH),Recruiting Risk (Final),Recruiting Risk (LMH),Demand Risk (Final),Demand Risk (LMH),Resource Supply (Final),Resource Supply (LMH),concat,Action
10,79,ARIZONA,4019,AZ,PIMA COUNTY,242270.0,254746.0,1343.0,2.0,64710.0,86534.0,2776.146551724138,2788.1645021645018,321.71128871128866,,,232.0,231.0,2002.0,1343.0,59734.0,249.0,302770.0,0.019689743537594825,0.003102694828841952,38.3,51037.0,1019722.0,644066.0,0.6708291708291708,0.16450914193902666,0.13435579583458834,0.23758436122786405,0.2498190683343107,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.06666666666666667,0.9333333333333333,0.9333333333333333,0.7333333333333333,0.8666666666666667,0.4666666666666667,,,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.3333333333333333,0.26666666666666666,0.6,0.6666666666666666,0.9333333333333333,0.9333333333333333,0.7333333333333333,0.13333333333333333,0.4,0.7333333333333333,0.6,0.9333333333333333,0.5,0.9333333333333333,0.7333333333333333,0.9333333333333333,High,0.4666666666666667,Low,0.9333333333333333,High,0.7333333333333333,Medium,HighLowHighMedium,Recruit Immediately
11,80,ARIZONA,4021,AZ,PINAL COUNTY,83110.0,106757.0,461.0,4.0,25376.0,24044.0,2338.268041237113,2291.030303030303,314.5797503467406,,,97.0,99.0,721.0,461.0,47367.0,102.0,87228.0,0.0,0.0,38.9,55550.0,419721.0,226812.0,0.6393897364771152,0.21442393003506696,0.10600850043207592,0.1980124892488105,0.2543522959299154,0.8666666666666667,0.8666666666666667,0.8333333333333334,0.4666666666666667,0.8666666666666667,0.7333333333333333,0.5333333333333333,0.7333333333333333,0.4,,,0.8,0.7333333333333333,0.8666666666666667,0.8333333333333334,0.8666666666666667,0.8666666666666667,0.8,0.06666666666666667,0.06666666666666667,0.6666666666666666,0.8,0.8666666666666667,0.8666666666666667,0.6333333333333333,0.4666666666666667,0.26666666666666666,0.4,0.6666666666666666,0.8666666666666667,0.65,0.8,0.5333333333333333,0.8666666666666667,High,0.7666666666666667,High,0.8,High,0.4666666666666667,Low,HighHighHighLow,Recruit
12,81,ARIZONA,4023,AZ,SANTA CRUZ COUNTY,6928.0,10816.0,461.0,4.0,3309.0,2533.0,2564.25,2197.928571428572,345.7415730337079,,,12.0,14.0,89.0,461.0,2075.0,24.0,9434.0,0.18781094527363185,0.02167074449493184,36.6,40467.0,46584.0,30771.0,0.6393897364771152,0.2420983318700615,0.08231776672841312,0.14872059076077626,0.2321827236819509,0.2,0.26666666666666666,0.8333333333333334,0.4666666666666667,0.2,0.2,0.6666666666666666,0.6666666666666666,0.5333333333333333,,,0.3333333333333333,0.1,0.26666666666666666,0.8333333333333334,0.2,0.36666666666666664,0.3333333333333333,0.9333333333333333,0.8666666666666667,0.5333333333333333,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.6333333333333333,0.6,0.06666666666666667,0.26666666666666666,0.5333333333333333,0.23333333333333334,0.65,0.2,0.6666666666666666,0.26666666666666666,Low,0.7666666666666667,High,0.2,Low,0.6333333333333333,Medium,LowHighLowMedium,Recruit
13,82,ARIZONA,4025,AZ,YAVAPAI COUNTY,18998.0,88727.0,178.0,4.0,17230.0,22377.0,6499.4,4166.282051282052,652.5502008032129,,,25.0,39.0,249.0,178.0,38880.0,45.0,91176.0,0.02139642723480388,0.003398516231399288,52.9,50180.0,224645.0,162485.0,0.7148594377510041,0.15727834524559334,0.13771732775333104,0.08456898662333905,0.3949653898372989,0.4,0.8,0.6666666666666666,0.4666666666666667,0.7333333333333333,0.6666666666666666,0.9333333333333333,1.0,0.8666666666666667,,,0.5333333333333333,0.4,0.5333333333333333,0.6666666666666666,0.8,0.6666666666666666,0.8666666666666667,0.4,0.3333333333333333,0.9333333333333333,0.6,0.8,0.8,0.9333333333333333,0.06666666666666667,0.4666666666666667,0.06666666666666667,0.9333333333333333,0.6000000000000001,0.5666666666666667,0.7,0.9333333333333333,0.6,Medium,0.6,Medium,0.7333333333333333,Medium,0.9333333333333333,High,MediumMediumMediumHigh,Recruit Immediately
14,83,ARIZONA,4027,AZ,YUMA COUNTY,51987.0,47696.0,40.0,4.0,8975.0,27053.0,12702.888888888889,1566.109589041096,929.4796747967481,,,9.0,73.0,123.0,40.0,6731.0,44.0,30226.0,0.014404219827780531,0.0039281250507247545,34.3,44058.0,207829.0,114326.0,0.3252032520325203,0.20231279022586895,0.2366303378059234,0.2501431465291177,0.2294963647999076,0.6666666666666666,0.6666666666666666,0.23333333333333334,0.4666666666666667,0.4666666666666667,0.8,1.0,0.6,1.0,,,0.23333333333333334,0.6666666666666666,0.4,0.23333333333333334,0.4666666666666667,0.5666666666666667,0.5333333333333333,0.13333333333333333,0.4,0.26666666666666666,0.4666666666666667,0.7333333333333333,0.6666666666666666,0.13333333333333333,0.4,1.0,0.8,0.4,0.6666666666666666,0.35,0.6333333333333333,1.0,0.7333333333333333,Medium,0.16666666666666666,Low,0.6666666666666666,Medium,1.0,High,MediumLowMediumHigh,Recruit
15,454,FLORIDA,12001,FL,ALACHUA COUNTY,80456.0,49396.0,385.0,3.0,43566.0,11631.0,3105.8870967741937,1395.3985507246375,442.6781609195402,1.9615384615384612,26.0,62.0,138.0,435.0,385.0,15537.0,63.0,30614.0,0.34953788805006714,0.018159837436016152,31.3,49078.0,263148.0,192565.0,0.7319391634980988,0.3720251056743948,0.06040038428582556,0.30574429598552905,0.1877118579658595,0.7611940298507462,0.5671641791044776,0.7333333333333333,0.48484848484848486,0.6716417910447762,0.7014925373134329,0.5223880597014925,0.6716417910447762,0.7164179104477612,0.7704918032786885,0.6065573770491803,0.7164179104477612,0.6716417910447762,0.7014925373134329,0.7333333333333333,0.7014925373134329,0.6716417910447762,0.6567164179104478,0.582089552238806,0.9253731343283582,0.029850746268656716,0.5074626865671642,0.6716417910447762,0.6567164179104478,0.5666666666666667,0.373134328358209,0.6567164179104478,0.8507462686567164,0.07462686567164178,0.664179104477612,0.6090909090909091,0.6865671641791045,0.6940298507462687,0.6716417910447762,Medium,0.6567164179104478,Medium,0.6865671641791045,Medium,0.7164179104477612,Medium,MediumMediumMediumMedium,Recruit Immediately
16,455,FLORIDA,12003,FL,BAKER COUNTY,4752.0,5596.0,26.0,2.0,4285.0,657.0,1970.625,463.6764705882353,358.29545454545456,1.75,4.0,8.0,34.0,44.0,26.0,733.0,9.0,1668.0,0.4386459802538787,0.0,37.6,61769.0,27785.0,15765.0,0.5909090909090909,0.4029149036201222,0.04167459562321599,0.17102753284146122,0.20140363505488573,0.16417910447761194,0.208955223880597,0.1,0.2196969696969697,0.29850746268656714,0.2537313432835821,0.31343283582089554,0.1044776119402985,0.5522388059701493,0.6557377049180327,0.27049180327868855,0.15671641791044777,0.3805970149253731,0.13432835820895522,0.1,0.16417910447761194,0.13432835820895522,0.1791044776119403,0.9253731343283582,0.029850746268656716,0.16417910447761194,0.8656716417910447,0.26865671641791045,0.23880597014925373,0.11666666666666667,0.5373134328358209,0.31343283582089554,0.3582089552238806,0.13432835820895522,0.18656716417910446,0.15984848484848485,0.27611940298507465,0.4328358208955224,0.19402985074626866,Low,0.04477611940298507,Low,0.30597014925373134,Low,0.4626865671641791,Low,LowLowLowLow,Monitor
17,456,FLORIDA,12005,FL,BAY COUNTY,34262.0,41533.0,120.0,5.0,11806.0,12120.0,22161.83333333333,1772.946666666667,777.6081871345028,1.6,30.0,6.0,75.0,171.0,120.0,11111.0,44.0,11891.0,0.6302905083896819,0.015676711374325032,39.4,51829.0,182482.0,132971.0,0.7017543859649122,0.18479213623841725,0.09114769385805928,0.18775550465251367,0.22760053046327855,0.6268656716417911,0.5074626865671642,0.4666666666666667,0.9772727272727273,0.417910447761194,0.7164179104477612,1.0,0.8208955223880597,0.9701492537313433,0.45901639344262296,0.639344262295082,0.08955223880597014,0.5671641791044776,0.44029850746268656,0.4666666666666667,0.6119402985074627,0.5970149253731343,0.47761194029850745,1.0,0.8656716417910447,0.208955223880597,0.6268656716417911,0.5970149253731343,0.5671641791044776,0.5,0.014925373134328358,0.8805970149253731,0.4925373134328358,0.3283582089552239,0.5671641791044777,0.7219696969696969,0.5671641791044776,0.8955223880597015,0.5671641791044776,Medium,0.7761194029850746,High,0.5522388059701493,Medium,0.917910447761194,High,MediumHighMediumHigh,Recruit Immediately
18,457,FLORIDA,12007,FL,BRADFORD COUNTY,6044.0,6661.0,66.0,4.0,4907.0,494.0,1293.1538461538462,579.6896551724138,215.52564102564102,1.6666666666666667,3.0,13.0,29.0,78.0,66.0,845.0,14.0,2902.0,0.2596752878988107,0.004398020890599231,40.1,46197.0,26979.0,16811.0,0.8461538461538461,0.4633179114342366,0.02938552138480757,0.22402609436969492,0.24689573371881834,0.31343283582089554,0.2835820895522388,0.4,0.7803030303030303,0.3283582089552239,0.19402985074626866,0.19402985074626866,0.22388059701492538,0.208955223880597,0.5327868852459017,0.19672131147540983,0.34328358208955223,0.3283582089552239,0.31343283582089554,0.4,0.23880597014925373,0.31343283582089554,0.31343283582089554,0.16417910447761194,0.29850746268656714,0.291044776119403,0.43283582089552236,0.23880597014925373,0.26865671641791045,0.8833333333333333,0.8507462686567164,0.19402985074626866,0.7014925373134329,0.3880597014925373,0.29850746268656714,0.5901515151515151,0.26119402985074625,0.2164179104477612,0.31343283582089554,Low,0.6417910447761194,Medium,0.26119402985074625,Low,0.19402985074626866,Low,LowMediumLowLow,Monitor
19,458,FLORIDA,12009,FL,BREVARD COUNTY,100041.0,176528.0,869.0,4.0,113600.0,25112.0,3893.2,1448.925566343042,379.42203389830513,1.5405405405405406,74.0,115.0,309.0,1180.0,869.0,35532.0,174.0,87769.0,0.2809231233486205,0.005005680789053365,47.2,54359.0,576808.0,447718.0,0.7364406779661017,0.3986118762478552,0.05608887737370399,0.17343899529826215,0.3060429120261855,0.835820895522388,0.8656716417910447,0.9,0.7803030303030303,0.8955223880597015,0.8805970149253731,0.7014925373134329,0.7014925373134329,0.5970149253731343,0.4098360655737705,0.8524590163934426,0.8507462686567164,0.8656716417910447,0.8656716417910447,0.9,0.8955223880597015,0.8955223880597015,0.8955223880597015,0.2537313432835821,0.31343283582089554,0.746268656716418,0.7313432835820896,0.8656716417910447,0.8656716417910447,0.5833333333333334,0.5223880597014925,0.582089552238806,0.3880597014925373,0.7014925373134329,0.8507462686567164,0.8401515151515151,0.8880597014925373,0.6492537313432836,0.8656716417910447,High,0.9552238805970149,High,0.8805970149253731,High,0.6567164179104478,Medium,HighHighHighMedium,Recruit Immediately
20,459,FLORIDA,12011,FL,BROWARD COUNTY,741625.0,420270.0,,3.0,224151.0,75618.0,3051.0878048780487,527.6026992830031,264.47061310782243,2.005376344086021,186.0,410.0,2371.0,4730.0,,122747.0,577.0,189120.0,0.4153736200448247,0.01608340659002364,40.1,57333.0,1909151.0,1250946.0,,0.3110680905097941,0.06044865245981841,0.3884580109168945,0.22013449957598955,1.0,0.9701492537313433,,0.48484848484848486,0.9701492537313433,0.9850746268656716,0.4925373134328358,0.1791044776119403,0.31343283582089554,0.819672131147541,0.9836065573770492,0.9701492537313433,1.0,0.9850746268656716,,1.0,0.9701492537313433,0.9701492537313433,0.8208955223880597,0.8955223880597015,0.291044776119403,0.8059701492537313,0.9850746268656716,0.9850746268656716,,0.16417910447761194,0.6716417910447762,0.9402985074626866,0.2835820895522388,0.9850746268656716,0.48484848484848486,0.9776119402985075,0.40298507462686567,0.9850746268656716,High,0.5149253731343284,Medium,1.0,High,0.39552238805970147,Low,HighMediumHighLow,Recruit
21,460,FLORIDA,12013,FL,CALHOUN COUNTY,2846.0,3493.0,17.0,1.0,2098.0,106.0,1466.833333333333,677.0,314.32142857142856,1.0,3.0,6.0,13.0,28.0,17.0,430.0,15.0,849.0,0.3625429553264605,0.011637572734829594,40.2,38609.0,14444.0,8801.0,0.6071428571428571,0.4503112255848895,0.012044085899329622,0.19703683190252008,0.2418305178620881,0.11940298507462686,0.08955223880597014,0.016666666666666666,0.045454545454545456,0.05970149253731343,0.04477611940298507,0.23880597014925373,0.2835820895522388,0.417910447761194,0.07377049180327869,0.19672131147540983,0.08955223880597014,0.08955223880597014,0.05223880597014925,0.016666666666666666,0.07462686567164178,0.3582089552238806,0.04477611940298507,0.6716417910447762,0.7313432835820896,0.31343283582089554,0.19402985074626866,0.1044776119402985,0.1044776119402985,0.15833333333333333,0.7611940298507462,0.04477611940298507,0.5522388059701493,0.3582089552238806,0.1044776119402985,0.03106060606060606,0.05223880597014925,0.26119402985074625,0.08208955223880597,Low,0.014925373134328358,Low,0.014925373134328358,Low,0.22388059701492538,Low,LowLowLowLow,Monitor
22,461,FLORIDA,12015,FL,CHARLOTTE COUNTY,17356.0,84199.0,290.0,2.0,23370.0,8198.0,4922.172413793103,2379.05,411.3631123919308,2.25,24.0,29.0,60.0,347.0,290.0,10076.0,67.0,34079.0,0.3423009251376355,0.0034664945372827466,58.6,49225.0,176954.0,142743.0,0.8357348703170029,0.2640170814645774,0.05743188807857477,0.09808198740915718,0.4758242255049335,0.4925373134328358,0.7164179104477612,0.6166666666666667,0.2196969696969697,0.5373134328358209,0.582089552238806,0.8955223880597015,0.9402985074626866,0.6268656716417911,0.9262295081967213,0.5737704918032787,0.5522388059701493,0.4925373134328358,0.6268656716417911,0.6166666666666667,0.5671641791044776,0.7014925373134329,0.7164179104477612,0.5522388059701493,0.22388059701492538,0.9850746268656716,0.5223880597014925,0.582089552238806,0.582089552238806,0.85,0.1044776119402985,0.6268656716417911,0.07462686567164178,0.9850746268656716,0.6044776119402985,0.4181818181818182,0.5597014925373134,0.9108759481282114,0.5970149253731343,Medium,0.3582089552238806,Low,0.5298507462686567,Medium,0.9552238805970149,High,MediumLowMediumHigh,Recruit
23,462,FLORIDA,12017,FL,CITRUS COUNTY,10431.0,63007.0,257.0,3.0,25301.0,4998.0,3689.870967741936,1588.6944444444446,386.4391891891892,1.2564102564102564,39.0,31.0,72.0,296.0,257.0,9792.0,31.0,25643.0,0.28228942288863396,0.0080253366951602,56.2,41424.0,143087.0,114386.0,0.8682432432432432,0.2312959373971551,0.043694158376025034,0.07289970437565957,0.4403404921481336,0.417910447761194,0.6567164179104478,0.6,0.48484848484848486,0.5522388059701493,0.47761194029850745,0.6567164179104478,0.7611940298507462,0.6119402985074627,0.18032786885245902,0.7213114754098361,0.5895522388059702,0.5373134328358209,0.5522388059701493,0.6,0.5522388059701493,0.5074626865671642,0.5970149253731343,0.26865671641791045,0.5373134328358209,0.9701492537313433,0.29850746268656714,0.5223880597014925,0.5223880597014925,0.9666666666666667,0.04477611940298507,0.3582089552238806,0.014925373134328358,0.9701492537313433,0.5373134328358209,0.5424242424242425,0.5149253731343284,0.6343283582089552,0.5149253731343284,Medium,0.582089552238806,Medium,0.4925373134328358,Low,0.6119402985074627,Medium,MediumMediumLowMedium,Recruit
